internal_model_id,organisation_id,model_name,api_model_id_same_as_internal_exists,suggested_api_model_id
ai21/jamba-2-mini-2026-01-08,ai21,Jamba 2 Mini,no,ai21/jamba-2-mini-2026-01-08
ai21/jamba-large-1-5-2024-08-22,ai21,Jamba Large 1.5,no,ai21/jamba-large-1-5-2024-08-22
ai21/jamba-large-1-6-2025-03-06,ai21,Jamba Large 1.6,no,ai21/jamba-large-1-6-2025-03-06
ai21/jamba-mini-1-5-2024-08-22,ai21,Jamba Mini 1.5,no,ai21/jamba-mini-1-5-2024-08-22
ai21/jamba-mini-1-6-2025-03-06,ai21,Jamba Mini 1.6,no,ai21/jamba-mini-1-6-2025-03-06
ai21/jamba-reasoning-3b-2025-10-08,ai21,Jamba Reasoning 3B,no,ai21/jamba-reasoning-3b-2025-10-08
allenai/bolmo-1b-2025-12-15,allenai,Bolmo 1B,no,allenai/bolmo-1b-2025-12-15
allenai/bolmo-7b-2025-12-15,allenai,Bolmo 7B,no,allenai/bolmo-7b-2025-12-15
allenai/molmo-2-4b-2025-12-16,allenai,Molmo 2 4B,no,allenai/molmo-2-4b-2025-12-16
allenai/molmo-2-8b-2025-12-16,allenai,Molmo 2 8B,no,allenai/molmo-2-8b-2025-12-16
allenai/olmo-3-1-32b-instruct-2025-12-12,allenai,Olmo 3.1 32B Instruct,no,allenai/olmo-3-1-32b-instruct-2025-12-12
allenai/olmo-3-1-32b-think-2025-12-12,allenai,Olmo 3.1 32B Think,no,allenai/olmo-3-1-32b-think-2025-12-12
allenai/olmo-3-32b-think-2025-11-20,allenai,Olmo 3 32B Think,no,allenai/olmo-3-32b-think-2025-11-20
allenai/olmo-3-7b-instruct-2025-11-20,allenai,Olmo 3 7B Instruct,no,allenai/olmo-3-7b-instruct-2025-11-20
allenai/olmo-3-7b-think-2025-11-20,allenai,Olmo 3 7B Think,no,allenai/olmo-3-7b-think-2025-11-20
amazon/nova-2-omni-2025-12-02,amazon,Nova 2 Omni,no,amazon/nova-2-omni-2025-12-02
amazon/nova-2-pro-2025-12-02,amazon,Nova 2 Pro,no,amazon/nova-2-pro-2025-12-02
amazon/nova-2-sonic-2025-12-02,amazon,Nova 2 Sonic,no,amazon/nova-2-sonic-2025-12-02
amazon/nova-canvas-2024-12-03,amazon,Nova Canvas,no,amazon/nova-canvas-2024-12-03
amazon/nova-multimodal-embeddings-2025-12-02,amazon,Nova Multimodal Embeddings,no,amazon/nova-multimodal-embeddings-2025-12-02
amazon/nova-reel-2024-12-03,amazon,Nova Reel,no,amazon/nova-reel-2024-12-03
amazon/nova-sonic-2025-04-08,amazon,Nova Sonic,no,amazon/nova-sonic-2025-04-08
anthropic/claude-1-0-2023-03-14,anthropic,Claude 1.0,no,anthropic/claude-1-0-2023-03-14
anthropic/claude-1-1,anthropic,Claude 1.1,no,anthropic/claude-1-1
anthropic/claude-1-2,anthropic,Claude 1.2,no,anthropic/claude-1-2
anthropic/claude-1-3,anthropic,Claude 1.3,no,anthropic/claude-1-3
anthropic/claude-2-0-2023-07-12,anthropic,Claude 2.0,no,anthropic/claude-2-0-2023-07-12
anthropic/claude-2-1-2023-11-22,anthropic,Claude 2.1,no,anthropic/claude-2-1-2023-11-22
anthropic/claude-3-5-sonnet-2024-06-21,anthropic,Claude 3.5 Sonnet (2024-06-20),no,anthropic/claude-3-5-sonnet-2024-06-21
anthropic/claude-3-5-sonnet-2024-10-22,anthropic,Claude 3.5 Sonnet (2024-10-22),no,anthropic/claude-3-5-sonnet-2024-10-22
anthropic/claude-3-sonnet-2024-03-04,anthropic,Claude 3 Sonnet,no,anthropic/claude-3-sonnet-2024-03-04
anthropic/claude-instant-1-0-2023-03-14,anthropic,Claude Instant 1.0,no,anthropic/claude-instant-1-0-2023-03-14
anthropic/claude-instant-1-1,anthropic,Claude Instant 1.1,no,anthropic/claude-instant-1-1
anthropic/claude-instant-1-2-2023-08-09,anthropic,Claude Instant 1.2,no,anthropic/claude-instant-1-2-2023-08-09
baidu/ernie-4-5-turbo,baidu,Ernie 4.5 Turbo,no,baidu/ernie-4-5-turbo
baidu/ernie-5-0-0110,baidu,Ernie 5.0 0110,no,baidu/ernie-5-0-0110
baidu/ernie-5-0-2026-01-22,baidu,Ernie 5.0,no,baidu/ernie-5-0-2026-01-22
baidu/ernie-5-0-preview-1203,baidu,Ernie 5.0 Preview 1203,no,baidu/ernie-5-0-preview-1203
baidu/ernie-5-0-preview-1220,baidu,Ernie 5.0 Preview 1220,no,baidu/ernie-5-0-preview-1220
baidu/ernie-x1-1,baidu,Ernie X1.1,no,baidu/ernie-x1-1
baidu/qianfan-vl-3b,baidu,Qianfan VL 3B,no,baidu/qianfan-vl-3b
baidu/qianfan-vl-70b,baidu,Qianfan VL 70B,no,baidu/qianfan-vl-70b
baidu/qianfan-vl-8b,baidu,Qianfan VL 8B,no,baidu/qianfan-vl-8b
black-forest-labs/flux-2-dev-2025-11-25,black-forest-labs,Flux 2 Dev,no,black-forest-labs/flux-2-dev-2025-11-25
bytedance/seed-1-6-2025-06-25,bytedance,Seed 1.6,no,bytedance/seed-1-6-2025-06-25
bytedance/seed-1-6-flash-2025-06-25,bytedance,Seed 1.6 Flash,no,bytedance/seed-1-6-flash-2025-06-25
bytedance/seed-1-8-2025-12-18,bytedance,Seed 1.8,no,bytedance/seed-1-8-2025-12-18
bytedance/seed-2-0-lite-2026-02-14,bytedance,Seed 2.0 Lite,no,bytedance/seed-2-0-lite-2026-02-14
bytedance/seed-2-0-mini-2026-02-14,bytedance,Seed 2.0 Mini,no,bytedance/seed-2-0-mini-2026-02-14
bytedance/seed-2-0-pro-2026-02-14,bytedance,Seed 2.0 Pro,no,bytedance/seed-2-0-pro-2026-02-14
bytedance/seed-coder-8b-instruct,bytedance,Seed Coder 8B Instruct,no,bytedance/seed-coder-8b-instruct
bytedance/seed-coder-8b-reasoning,bytedance,Seed Coder 8B Reasoning,no,bytedance/seed-coder-8b-reasoning
bytedance/seed-oss-36b-instruct,bytedance,Seed OSS 36B Instruct,no,bytedance/seed-oss-36b-instruct
bytedance/seedream-4-5-2025-12-03,bytedance,Seedream 4.5,no,bytedance/seedream-4-5-2025-12-03
cohere/c4ai-aya-expanse-32b,cohere,C4AI Aya Expanse 32B,no,cohere/c4ai-aya-expanse-32b
cohere/c4ai-aya-expanse-8b,cohere,C4AI Aya Expanse 8B,no,cohere/c4ai-aya-expanse-8b
cohere/c4ai-aya-vision-32b-2025-03-04,cohere,C4AI Aya Vision 32B,no,cohere/c4ai-aya-vision-32b-2025-03-04
cohere/c4ai-aya-vision-8b-2025-03-04,cohere,C4AI Aya Vision 8B,no,cohere/c4ai-aya-vision-8b-2025-03-04
cohere/command,cohere,Command,no,cohere/command
cohere/command-light,cohere,Command Light,no,cohere/command-light
cohere/command-r-2024-03-11,cohere,Command R,no,cohere/command-r-2024-03-11
cohere/command-r+-2024-04-04,cohere,Command R+,no,cohere/command-r+-2024-04-04
cohere/embed-english-light-v2-0,cohere,Embed English Light V2.0,no,cohere/embed-english-light-v2-0
cohere/embed-english-light-v3,cohere,Embed English Light V3,no,cohere/embed-english-light-v3
cohere/embed-english-v2-0,cohere,Embed English V2.0,no,cohere/embed-english-v2-0
cohere/embed-english-v3,cohere,Embed English V3,no,cohere/embed-english-v3
cohere/embed-multilingual-light-v3,cohere,Embed Multilingual Light V3,no,cohere/embed-multilingual-light-v3
cohere/embed-multilingual-v2-0,cohere,Embed Multilingual V2.0,no,cohere/embed-multilingual-v2-0
cohere/embed-multilingual-v3,cohere,Embed Multilingual V3,no,cohere/embed-multilingual-v3
cohere/embed-v4-2025-04-15,cohere,Embed V4,no,cohere/embed-v4-2025-04-15
cohere/rerank-multilingual-v3,cohere,Rerank Multilingual V3,no,cohere/rerank-multilingual-v3
cohere/rerank-v3-5-2024-10-02,cohere,Rerank V3.5,no,cohere/rerank-v3-5-2024-10-02
cohere/rerank-v4-0-fast-2025-12-11,cohere,Rerank V4.0 Fast,no,cohere/rerank-v4-0-fast-2025-12-11
cohere/rerank-v4-0-pro-2025-12-11,cohere,Rerank V4.0 Pro,no,cohere/rerank-v4-0-pro-2025-12-11
cohere/rerenk-english-v3,cohere,Rerenk English V3,no,cohere/rerenk-english-v3
cursor/composer-1-2025-10-29,cursor,Composer 1,no,cursor/composer-1-2025-10-29
cursor/composer-1-5-2026-02-09,cursor,Composer 1.5,no,cursor/composer-1-5-2026-02-09
deepseek/deepseek-coder-v2-2024-06-14,deepseek,DeepSeek Coder V2 (2024-06-14),no,deepseek/deepseek-coder-v2-2024-06-14
deepseek/deepseek-coder-v2-2024-07-24,deepseek,DeepSeek Coder V2 (2024-07-24),no,deepseek/deepseek-coder-v2-2024-07-24
deepseek/deepseek-ocr-2025-10-20,deepseek,DeepSeek OCR,no,deepseek/deepseek-ocr-2025-10-20
deepseek/deepseek-r1-2025-01-20,deepseek,Deepseek R1 (2025-01-20),no,deepseek/deepseek-r1-2025-01-20
deepseek/deepseek-r1-lite-preview-2024-11-20,deepseek,DeepSeek R1 Lite Preview,no,deepseek/deepseek-r1-lite-preview-2024-11-20
deepseek/deepseek-v2-2024-05-17,deepseek,DeepSeek V2 (2024-05-17),no,deepseek/deepseek-v2-2024-05-17
deepseek/deepseek-v2-2024-06-28,deepseek,DeepSeek V2 (2024-06-28),no,deepseek/deepseek-v2-2024-06-28
deepseek/deepseek-v2-5-2024-09-05,deepseek,DeepSeek V2.5 (2024-09-05),no,deepseek/deepseek-v2-5-2024-09-05
deepseek/deepseek-v2-5-2024-12-10,deepseek,DeepSeek V2.5 (2024-12-10),no,deepseek/deepseek-v2-5-2024-12-10
deepseek/deepseek-v3-2-speciale-2025-12-01,deepseek,DeepSeek V3.2 Speciale,no,deepseek/deepseek-v3-2-speciale-2025-12-01
deepseek/deepseek-v3-2024-12-26,deepseek,DeepSeek V3 (2024-12-26),no,deepseek/deepseek-v3-2024-12-26
deepseek/deepseek-v4,deepseek,DeepSeek V4,no,deepseek/deepseek-v4
deepseek/deepseek-vl2-2024-12-13,deepseek,DeepSeek VL2,no,deepseek/deepseek-vl2-2024-12-13
deepseek/deepseek-vl2-small-2024-12-13,deepseek,DeepSeek VL2 Small,no,deepseek/deepseek-vl2-small-2024-12-13
deepseek/deepseek-vl2-tiny-2024-12-13,deepseek,DeepSeek VL2 Tiny,no,deepseek/deepseek-vl2-tiny-2024-12-13
eleven-labs/eleven-english-sts-v2,eleven-labs,Eleven English STS V2,no,eleven-labs/eleven-english-sts-v2
eleven-labs/eleven-flash-v2,eleven-labs,Eleven Flash V2,no,eleven-labs/eleven-flash-v2
eleven-labs/eleven-flash-v2-5,eleven-labs,Eleven Flash V2.5,no,eleven-labs/eleven-flash-v2-5
eleven-labs/eleven-monolingual-v1,eleven-labs,Eleven Monolingual V1,no,eleven-labs/eleven-monolingual-v1
eleven-labs/eleven-multilingual-sts-v2,eleven-labs,Eleven Multilingual STS V2,no,eleven-labs/eleven-multilingual-sts-v2
eleven-labs/eleven-multilingual-ttv-v2,eleven-labs,Eleven Multilingual TTV V2,no,eleven-labs/eleven-multilingual-ttv-v2
eleven-labs/eleven-multilingual-v1,eleven-labs,Eleven Multilingual V1,no,eleven-labs/eleven-multilingual-v1
eleven-labs/eleven-multilingual-v2,eleven-labs,Eleven Multilingual V2,no,eleven-labs/eleven-multilingual-v2
eleven-labs/eleven-ttv-v3,eleven-labs,Eleven TTV V3,no,eleven-labs/eleven-ttv-v3
eleven-labs/eleven-turbo-v2,eleven-labs,Eleven Turbo V2,no,eleven-labs/eleven-turbo-v2
eleven-labs/eleven-turbo-v2-5,eleven-labs,Eleven Turbo V2.5,no,eleven-labs/eleven-turbo-v2-5
eleven-labs/eleven-v3,eleven-labs,Eleven V3,no,eleven-labs/eleven-v3
eleven-labs/scribe-v1,eleven-labs,Scribe V1,no,eleven-labs/scribe-v1
eleven-labs/scribe-v2-2026-01-09,eleven-labs,Scribe V2,no,eleven-labs/scribe-v2-2026-01-09
eleven-labs/scribe-v2-realtime-2025-11-11,eleven-labs,Scribe V2 Realtime,no,eleven-labs/scribe-v2-realtime-2025-11-11
google/chat-bison-2023-05-01,google,Chat Bison,no,google/chat-bison-2023-05-01
google/code-gecko-2023-05-01,google,Code Gecko,no,google/code-gecko-2023-05-01
google/embedding-001-2023-12-13,google,Embedding 001,no,google/embedding-001-2023-12-13
google/gemini-1-0-nano-2023-12-06,google,Gemini 1.0 Nano,no,google/gemini-1-0-nano-2023-12-06
google/gemini-1-0-pro-2023-12-06,google,Gemini 1.0 Pro,no,google/gemini-1-0-pro-2023-12-06
google/gemini-1-0-pro-vision-001-2024-02-15,google,Gemini 1.0 Pro Vision 001,no,google/gemini-1-0-pro-vision-001-2024-02-15
google/gemini-1-0-ultra-2023-12-06,google,Gemini 1.0 Ultra,no,google/gemini-1-0-ultra-2023-12-06
google/gemini-1-5-flash-001-2024-05-23,google,Gemini 1.5 Flash 001,no,google/gemini-1-5-flash-001-2024-05-23
google/gemini-1-5-flash-002-2024-09-24,google,Gemini 1.5 Flash 002,no,google/gemini-1-5-flash-002-2024-09-24
google/gemini-1-5-flash-8b-2024-03-15,google,Gemini 1.5 Flash 8B,no,google/gemini-1-5-flash-8b-2024-03-15
google/gemini-1-5-flash-8b-exp-2024-08-27,google,Gemini 1.5 Flash 8B Exp (2024-08-27),no,google/gemini-1-5-flash-8b-exp-2024-08-27
google/gemini-1-5-flash-8b-exp-2024-09-24,google,Gemini 1.5 Flash 8B Exp (2024-09-24),no,google/gemini-1-5-flash-8b-exp-2024-09-24
google/gemini-1-5-flash-preview-2024-05-14,google,Gemini 1.5 Flash Preview (2024-05-14),no,google/gemini-1-5-flash-preview-2024-05-14
google/gemini-1-5-pro-001-2024-05-23,google,Gemini 1.5 Pro 001,no,google/gemini-1-5-pro-001-2024-05-23
google/gemini-1-5-pro-002-2024-09-24,google,Gemini 1.5 Pro 002,no,google/gemini-1-5-pro-002-2024-09-24
google/gemini-1-5-pro-exp-2024-08-01,google,Gemini 1.5 Pro Exp (2024-08-01),no,google/gemini-1-5-pro-exp-2024-08-01
google/gemini-1-5-pro-exp-2024-08-27,google,Gemini 1.5 Pro Exp (2024-08-27),no,google/gemini-1-5-pro-exp-2024-08-27
google/gemini-2-0-flash-exp,google,Gemini 2.0 Flash Exp,no,google/gemini-2-0-flash-exp
google/gemini-2-0-flash-exp-image-generation,google,Gemini 2.0 Flash Exp Image Generation,no,google/gemini-2-0-flash-exp-image-generation
google/gemini-2-0-flash-thinking-exp-2024-12-19,google,Gemini 2.0 Flash Thinking Exp (2024-12-19),no,google/gemini-2-0-flash-thinking-exp-2024-12-19
google/gemini-2-0-flash-thinking-exp-2025-01-21,google,Gemini 2.0 Flash Thinking Exp (2025-01-21),no,google/gemini-2-0-flash-thinking-exp-2025-01-21
google/gemini-2-0-pro-exp-2025-02-05,google,Gemini 2.0 Pro Exp (2025-02-05),no,google/gemini-2-0-pro-exp-2025-02-05
google/gemini-2-5-computer-use-preview-2025-10-07,google,Gemini 2.5 Computer Use Preview,no,google/gemini-2-5-computer-use-preview-2025-10-07
google/gemini-2-5-flash-image-preview-2025-08-25,google,Gemini 2.5 Flash Image Preview (Nano Banana),no,google/gemini-2-5-flash-image-preview-2025-08-25
google/gemini-2-5-flash-preview-2025-04-17,google,Gemini 2.5 Flash Preview (2025-04-17),no,google/gemini-2-5-flash-preview-2025-04-17
google/gemini-2-5-flash-preview-native-audio-dialog,google,Gemini 2.5 Flash Preview Native Audio Dialog,no,google/gemini-2-5-flash-preview-native-audio-dialog
google/gemini-2-5-flash-preview-tts-2025-12-10,google,Gemini 2.5 Flash Preview TTS (10-12-2025),no,google/gemini-2-5-flash-preview-tts-2025-12-10
google/gemini-2-5-pro-experimental-2025-03-25,google,Gemini 2.5 Pro Experimental (2025-03-25),no,google/gemini-2-5-pro-experimental-2025-03-25
google/gemini-2-5-pro-preview-2025-05-06,google,Gemini 2.5 Pro Preview (2025-05-06),no,google/gemini-2-5-pro-preview-2025-05-06
google/gemini-2-5-pro-preview-tts-2025-12-10,google,Gemini 2.5 Pro Preview TTS (10-12-2025),no,google/gemini-2-5-pro-preview-tts-2025-12-10
google/gemini-diffusion,google,Gemini Diffusion,no,google/gemini-diffusion
google/gemini-embedding-exp-0307-2025-03-07,google,Gemini Embedding Exp 0307,no,google/gemini-embedding-exp-0307-2025-03-07
google/gemini-exp-1114-2024-11-14,google,Gemini Exp 1114,no,google/gemini-exp-1114-2024-11-14
google/gemini-exp-1121-2024-11-21,google,Gemini Exp 1121,no,google/gemini-exp-1121-2024-11-21
google/gemini-exp-1206-2024-12-06,google,Gemini Exp 1206,no,google/gemini-exp-1206-2024-12-06
google/gemini-live-2-5-flash-preview-2025-04-09,google,Gemini Live 2.5 Flash Preview,no,google/gemini-live-2-5-flash-preview-2025-04-09
google/gemini-robotics-er-1-5-preview-2025-09-25,google,Gemini Robotics ER 1.5 Preview,no,google/gemini-robotics-er-1-5-preview-2025-09-25
google/gemma-1-7b-2024-02-21,google,Gemma 1 7B,no,google/gemma-1-7b-2024-02-21
google/gemma-2-27b-2024-06-27,google,Gemma 2 27B,no,google/gemma-2-27b-2024-06-27
google/gemma-2-2b-2024-07-31,google,Gemma 2 2B,no,google/gemma-2-2b-2024-07-31
google/image-generation-002-2023-08-17,google,Image Generation 002,no,google/image-generation-002-2023-08-17
google/image-generation-005-2023-11-22,google,Image Generation 005,no,google/image-generation-005-2023-11-22
google/image-generation-006-2024-03-27,google,Image Generation 006,no,google/image-generation-006-2024-03-27
google/image-text-2023-06-07,google,Image Text,no,google/image-text-2023-06-07
google/imagen-3-0-generate-001-2024-07-31,google,Imagen 3.0 Generate 001,no,google/imagen-3-0-generate-001-2024-07-31
google/imagen-4-0-fast-generate-preview-2025-06-11,google,Imagen 4.0 Fast Generate Preview (2025-06-11),no,google/imagen-4-0-fast-generate-preview-2025-06-11
google/imagen-4-0-generate-preview-2025-06-11,google,Imagen 4.0 Generate Preview (2025-06-11),no,google/imagen-4-0-generate-preview-2025-06-11
google/imagen-4-0-preview-2025-05-20,google,Imagen 4.0 Preview,no,google/imagen-4-0-preview-2025-05-20
google/imagen-4-0-ultra-generate-preview-2025-06-11,google,Imagen 4.0 Ultra Generate Preview (2025-06-11),no,google/imagen-4-0-ultra-generate-preview-2025-06-11
google/imagen-4-0-ultra-preview-2025-05-20,google,Imagen 4.0 Ultra Preview,no,google/imagen-4-0-ultra-preview-2025-05-20
google/learnlm-1-5-pro-experimental-2024-11-19,google,LearnLM 1.5 Pro Experimental,no,google/learnlm-1-5-pro-experimental-2024-11-19
google/lyria-1,google,Lyria 1,no,google/lyria-1
google/lyria-2,google,Lyria 2,no,google/lyria-2
google/lyria-3-2026-02-18,google,Lyria 3,no,google/lyria-3-2026-02-18
google/medgemma-1-5-4b-2026-01-13,google,MedGemma 1.5 4B,no,google/medgemma-1-5-4b-2026-01-13
google/multimodal-embedding-001-2024-02-12,google,Multimodal Embedding 001,no,google/multimodal-embedding-001-2024-02-12
google/text-bison-2023-05-01,google,Text Bison,no,google/text-bison-2023-05-01
